#/Users/anjalisarawgi/anaconda3/envs/gnn_parsing/bin/verilog2graph tum-eisec-benchmarks-main/netlist/des_latest/verilog/osu035/des3.v --output_format txt --do-not-zip -o adjlist/des_latest/osu035/des3 -l lib/osu035_stdcells.lib
# GMT Tue Nov 18 14:07:08 2025
# 
INPUT_\desIn[0]  INVX1_31
NAND3X1_472 NAND2X1_339
NAND2X1_339 NOR2X1_376
NOR2X1_376 NAND3X1_481
NAND3X1_473 NAND3X1_476
NAND3X1_474 NAND3X1_476
NAND3X1_475 NAND3X1_476
NAND3X1_476 NOR3X1_32
NAND3X1_477 NAND2X1_340
NAND3X1_478 NAND2X1_340
NAND2X1_340 NOR3X1_32
NAND3X1_479 NAND2X1_341
NAND3X1_480 NAND2X1_341
NAND2X1_341 NOR3X1_32
NOR3X1_32 NAND3X1_481
NAND3X1_481 NOR2X1_14 AND2X2_7
NAND3X1_482 OAI21X1_134
NAND2X1_342 OAI21X1_134
OAI21X1_134 NOR2X1_377
NAND3X1_483 NAND2X1_343
NAND3X1_484 NAND2X1_343
NAND2X1_343 NOR2X1_377
NOR2X1_377 NAND3X1_497
NAND3X1_485 NAND2X1_344
NAND3X1_486 NAND2X1_344
NAND2X1_344 NOR2X1_378
NAND3X1_487 NAND2X1_345
NAND3X1_488 NAND2X1_345
NAND2X1_345 NOR2X1_378
NOR2X1_378 NAND3X1_497
NAND3X1_489 AND2X2_114
NAND3X1_490 AND2X2_114
AND2X2_114 NAND2X1_346
NAND3X1_491 AND2X2_115
NAND3X1_492 AND2X2_115
AND2X2_115 NAND2X1_346
NAND2X1_346 NOR2X1_379
NAND3X1_493 AND2X2_116
NAND3X1_494 AND2X2_116
AND2X2_116 NAND2X1_347
NAND3X1_495 AND2X2_117
NAND3X1_496 AND2X2_117
AND2X2_117 NAND2X1_347
NAND2X1_347 NOR2X1_379
NOR2X1_379 NAND3X1_497
NAND3X1_497 NOR2X1_16 AND2X2_8
NAND3X1_498 AND2X2_118
NAND3X1_499 AND2X2_118
AND2X2_118 NAND3X1_502
NAND3X1_500 NAND3X1_502
NAND3X1_501 NAND3X1_502
NAND3X1_502 NOR2X1_380
NAND3X1_503 NAND3X1_507
NAND3X1_504 NAND3X1_507
NAND3X1_505 AND2X2_119
NAND3X1_506 AND2X2_119
AND2X2_119 NAND3X1_507
NAND3X1_507 NOR2X1_380
NOR2X1_380 NAND2X1_348
NAND3X1_508 NAND3X1_512
NAND3X1_509 NAND3X1_512
NAND3X1_510 AND2X2_120
NAND3X1_511 AND2X2_120
AND2X2_120 NAND3X1_512
NAND3X1_512 NOR2X1_381
NAND3X1_513 AND2X2_121
NAND3X1_514 AND2X2_121
AND2X2_121 NAND3X1_517
NAND3X1_515 NAND3X1_517
NAND3X1_516 NAND3X1_517
NAND3X1_517 NOR2X1_381
NOR2X1_381 NAND2X1_348
NAND2X1_348 NOR2X1_18 AND2X2_9
NAND3X1_518 AND2X2_122
NAND3X1_519 AND2X2_122
AND2X2_122 NAND3X1_522
NAND3X1_520 NAND3X1_522
NAND3X1_521 NAND3X1_522
NAND3X1_522 NOR2X1_382
NAND3X1_523 NAND3X1_527
NAND3X1_524 NAND3X1_527
NAND3X1_525 AND2X2_123
NAND3X1_526 AND2X2_123
AND2X2_123 NAND3X1_527
NAND3X1_527 NOR2X1_382
NOR2X1_382 NAND2X1_349
NAND3X1_528 NAND3X1_532
NAND3X1_529 NAND3X1_532
NAND3X1_530 AND2X2_124
NAND3X1_531 AND2X2_124
AND2X2_124 NAND3X1_532
NAND3X1_532 NOR2X1_383
NAND3X1_533 AND2X2_125
NAND3X1_534 AND2X2_125
AND2X2_125 NAND3X1_537
NAND3X1_535 NAND3X1_537
NAND3X1_536 NAND3X1_537
NAND3X1_537 NOR2X1_383
NOR2X1_383 NAND2X1_349
NAND2X1_349 NOR2X1_20 AND2X2_10
NAND3X1_538 OAI21X1_135
NAND2X1_350 OAI21X1_135
OAI21X1_135 NOR2X1_384
NAND3X1_539 NAND2X1_351
NAND3X1_540 NAND2X1_351
NAND2X1_351 NOR2X1_384
NOR2X1_384 NAND3X1_554
NAND3X1_541 NAND3X1_544
NAND3X1_542 NAND3X1_544
NAND3X1_543 NAND3X1_544
NAND3X1_544 NOR2X1_385
INVX1_240 OAI21X1_136 OAI21X1_137 OAI21X1_143
NAND2X1_352 OAI21X1_136
NAND3X1_545 OAI21X1_136
OAI21X1_136 NOR2X1_385
NOR2X1_385 NAND3X1_554
NAND3X1_546 NAND3X1_549
NAND3X1_547 NAND3X1_549
NAND3X1_548 NAND3X1_549
NAND3X1_549 NOR3X1_33
NAND3X1_550 NAND2X1_353
NAND3X1_551 NAND2X1_353
NAND2X1_353 NOR3X1_33
NAND3X1_552 NAND2X1_354
NAND3X1_553 NAND2X1_354
NAND2X1_354 NOR3X1_33
NOR3X1_33 NAND3X1_554
NAND3X1_554 NOR2X1_22 AND2X2_11
NAND3X1_555 NAND2X1_355
NAND3X1_556 NAND2X1_355
NAND2X1_355 NOR2X1_386
NAND3X1_557 NAND2X1_356
NAND3X1_558 NAND2X1_356
NAND2X1_356 NOR2X1_386
NOR2X1_386 NAND3X1_570
NAND3X1_559 NAND2X1_357
NAND3X1_560 NAND2X1_357
NAND2X1_357 NOR2X1_387
NAND3X1_561 NAND2X1_358
NAND3X1_562 NAND2X1_358
NAND2X1_358 NOR2X1_387
NOR2X1_387 NAND3X1_570
NAND3X1_563 NAND2X1_359
NAND3X1_564 NAND2X1_359
NAND2X1_359 NOR2X1_388
NAND3X1_565 NAND2X1_360
NAND3X1_566 NAND2X1_360
NAND2X1_360 NOR2X1_388
NOR2X1_388 AND2X2_126
NAND3X1_567 NAND2X1_361
NAND3X1_568 NAND2X1_361
NAND2X1_361 NOR2X1_389
NAND3X1_569 OAI21X1_137
NAND2X1_362 OAI21X1_137
OAI21X1_137 NOR2X1_389
NOR2X1_389 AND2X2_126
AND2X2_126 NAND3X1_570
NAND3X1_570 NOR2X1_24 AND2X2_12
NAND3X1_571 NAND3X1_575
NAND3X1_572 NAND3X1_575
NAND3X1_573 AND2X2_127
NAND3X1_574 AND2X2_127
AND2X2_127 NAND3X1_575
NAND3X1_575 NOR2X1_390
NAND3X1_576 NAND3X1_580
NAND3X1_577 NAND3X1_580
NAND3X1_578 AND2X2_128
NAND3X1_579 AND2X2_128
AND2X2_128 NAND3X1_580
NAND3X1_580 NOR2X1_390
NOR2X1_390 NAND2X1_363
NAND3X1_581 AND2X2_129
NAND3X1_582 AND2X2_129
AND2X2_129 NAND3X1_585
NAND3X1_583 NAND3X1_585
NAND3X1_584 NAND3X1_585
NAND3X1_585 NOR2X1_391
NAND3X1_586 NAND3X1_590
NAND3X1_587 NAND3X1_590
NAND3X1_588 AND2X2_130
NAND3X1_589 AND2X2_130
AND2X2_130 NAND3X1_590
NAND3X1_590 NOR2X1_391
NOR2X1_391 NAND2X1_363
NAND2X1_363 NOR2X1_26 AND2X2_13
NAND3X1_591 NAND2X1_364
NAND3X1_592 NAND2X1_364
NAND2X1_364 NOR3X1_34
NAND3X1_593 OAI21X1_138
NAND2X1_365 OAI21X1_138
OAI21X1_138 NOR3X1_34
NAND3X1_594 NAND3X1_597
NAND3X1_595 NAND3X1_597
NAND3X1_596 NAND3X1_597
NAND3X1_597 NOR3X1_34
NOR3X1_34 NAND3X1_608
NAND3X1_598 NAND2X1_366
NAND3X1_599 NAND2X1_366
NAND2X1_366 NOR2X1_392
NAND3X1_600 NAND3X1_603
NAND3X1_601 NAND3X1_603
NAND3X1_602 NAND3X1_603
NAND3X1_603 NOR2X1_392
NOR2X1_392 NAND3X1_608
NAND3X1_604 NAND2X1_367
NAND3X1_605 NAND2X1_367
NAND2X1_367 NOR2X1_393
NAND3X1_606 NAND2X1_368
NAND3X1_607 NAND2X1_368
NAND2X1_368 NOR2X1_393
NOR2X1_393 NAND3X1_608
NAND3X1_608 NOR2X1_28 AND2X2_14
NAND3X1_609 NAND2X1_369
NAND3X1_610 NAND2X1_369
NAND2X1_369 NOR3X1_35
NAND2X1_370 OAI21X1_139
NAND3X1_611 OAI21X1_139
OAI21X1_139 NOR3X1_35
NAND3X1_612 NAND3X1_615
NAND3X1_613 NAND3X1_615
NAND3X1_614 NAND3X1_615
NAND3X1_615 NOR3X1_35
NOR3X1_35 NAND3X1_626
NAND3X1_616 NAND2X1_371
NAND3X1_617 NAND2X1_371
NAND2X1_371 NOR2X1_394
NAND3X1_618 NAND3X1_621
NAND3X1_619 NAND3X1_621
NAND3X1_620 NAND3X1_621
NAND3X1_621 NOR2X1_394
NOR2X1_394 NAND3X1_626
NAND3X1_622 NAND2X1_372
NAND3X1_623 NAND2X1_372
NAND2X1_372 NOR2X1_395
NAND3X1_624 NAND2X1_373
NAND3X1_625 NAND2X1_373
NAND2X1_373 NOR2X1_395
NOR2X1_395 NAND3X1_626
NAND3X1_626 NOR2X1_30 AND2X2_15
NAND3X1_627 NAND2X1_374
NAND3X1_628 NAND2X1_374
NAND2X1_374 NOR2X1_396
NAND3X1_629 NAND2X1_375
NAND3X1_630 NAND2X1_375
NAND2X1_375 NOR2X1_396
NOR2X1_396 NAND3X1_642
NAND3X1_631 NAND2X1_376
NAND3X1_632 NAND2X1_376
NAND2X1_376 NOR2X1_397
NAND2X1_377 OAI21X1_140
NAND3X1_633 OAI21X1_140
OAI21X1_140 NOR2X1_397
NOR2X1_397 NAND3X1_642
NAND3X1_634 AND2X2_131
NAND3X1_635 AND2X2_131
AND2X2_131 NAND2X1_378
NAND3X1_636 AND2X2_132
NAND3X1_637 AND2X2_132
AND2X2_132 NAND2X1_378
NAND2X1_378 NOR2X1_398
NAND3X1_638 AND2X2_133
NAND3X1_639 AND2X2_133
AND2X2_133 NAND2X1_379
NAND3X1_640 AND2X2_134
NAND3X1_641 AND2X2_134
AND2X2_134 NAND2X1_379
NAND2X1_379 NOR2X1_398
NOR2X1_398 NAND3X1_642
NAND3X1_642 NOR2X1_32 AND2X2_16
NAND3X1_643 AND2X2_135
NAND3X1_644 AND2X2_135
AND2X2_135 NAND3X1_647
NAND3X1_645 NAND3X1_647
NAND3X1_646 NAND3X1_647
NAND3X1_647 NOR2X1_399
NAND3X1_648 AND2X2_136
NAND3X1_649 AND2X2_136
AND2X2_136 NAND3X1_652
NAND3X1_650 NAND3X1_652
NAND3X1_651 NAND3X1_652
NAND3X1_652 NOR2X1_399
NOR2X1_399 NAND2X1_380
NAND3X1_653 NAND3X1_657
NAND3X1_654 NAND3X1_657
NAND3X1_655 AND2X2_137
NAND3X1_656 AND2X2_137
AND2X2_137 NAND3X1_657
NAND3X1_657 NOR2X1_400
NAND3X1_658 AND2X2_138
NAND3X1_659 AND2X2_138
AND2X2_138 NAND3X1_662
NAND3X1_660 NAND3X1_662
NAND3X1_661 NAND3X1_662
NAND3X1_662 NOR2X1_400
NOR2X1_400 NAND2X1_380
NAND2X1_380 NOR2X1_34 AND2X2_17
NAND3X1_663 AND2X2_139
NAND3X1_664 AND2X2_139
AND2X2_139 NAND3X1_667
NAND3X1_665 NAND3X1_667
NAND3X1_666 NAND3X1_667
NAND3X1_667 NOR2X1_401
NAND3X1_668 NAND3X1_672
NAND3X1_669 NAND3X1_672
NAND3X1_670 AND2X2_140
NAND3X1_671 AND2X2_140
AND2X2_140 NAND3X1_672
NAND3X1_672 NOR2X1_401
NOR2X1_401 NAND2X1_381
NAND3X1_673 NAND3X1_677
NAND3X1_674 NAND3X1_677
NAND3X1_675 AND2X2_141
NAND3X1_676 AND2X2_141
AND2X2_141 NAND3X1_677
NAND3X1_677 NOR2X1_402
NAND3X1_678 AND2X2_142
NAND3X1_679 AND2X2_142
AND2X2_142 NAND3X1_682
NAND3X1_680 NAND3X1_682
NAND3X1_681 NAND3X1_682
NAND3X1_682 NOR2X1_402
NOR2X1_402 NAND2X1_381
NAND2X1_381 NOR2X1_36 AND2X2_18
NAND3X1_683 NAND2X1_382
NAND3X1_684 NAND2X1_382
NAND2X1_382 NOR2X1_403
NAND3X1_685 NAND2X1_383
NAND3X1_686 NAND2X1_383
NAND2X1_383 NOR2X1_403
NOR2X1_403 NAND3X1_700
NAND3X1_687 NAND3X1_690
NAND3X1_688 NAND3X1_690
NAND3X1_689 NAND3X1_690
NAND3X1_690 NOR2X1_404
NAND3X1_691 NAND2X1_384
NAND3X1_692 NAND2X1_384
NAND2X1_384 NOR2X1_404
NOR2X1_404 NAND3X1_700
NAND3X1_693 NAND3X1_696
NAND3X1_694 NAND3X1_696
NAND3X1_695 NAND3X1_696
NAND3X1_696 NOR3X1_36
NAND2X1_385 OAI21X1_141
NAND3X1_697 OAI21X1_141
OAI21X1_141 NOR3X1_36
NAND3X1_698 NAND2X1_386
NAND3X1_699 NAND2X1_386
NAND2X1_386 NOR3X1_36
NOR3X1_36 NAND3X1_700
NAND3X1_700 NOR2X1_38 AND2X2_19
NAND3X1_701 NAND3X1_705
NAND3X1_702 NAND3X1_705
NAND3X1_703 AND2X2_143
NAND3X1_704 AND2X2_143
AND2X2_143 NAND3X1_705
NAND3X1_705 NOR2X1_405
NAND3X1_706 NAND3X1_710
NAND3X1_707 NAND3X1_710
NAND3X1_708 AND2X2_144
NAND3X1_709 AND2X2_144
AND2X2_144 NAND3X1_710
NAND3X1_710 NOR2X1_405
NOR2X1_405 NAND2X1_387
NAND3X1_711 NAND3X1_715
NAND3X1_712 NAND3X1_715
NAND3X1_713 AND2X2_145
NAND3X1_714 AND2X2_145
AND2X2_145 NAND3X1_715
NAND3X1_715 NOR2X1_406
NAND3X1_716 AND2X2_146
NAND3X1_717 AND2X2_146
AND2X2_146 NAND3X1_720
NAND3X1_718 NAND3X1_720
NAND3X1_719 NAND3X1_720
NAND3X1_720 NOR2X1_406
NOR2X1_406 NAND2X1_387
NAND2X1_387 NOR2X1_40 AND2X2_20
NAND3X1_721 AND2X2_147
NAND3X1_722 AND2X2_147
AND2X2_147 NAND3X1_725
NAND3X1_723 NAND3X1_725
NAND3X1_724 NAND3X1_725
NAND3X1_725 NOR2X1_407
NAND3X1_726 NAND3X1_730
NAND3X1_727 NAND3X1_730
NAND3X1_728 AND2X2_148
NAND3X1_729 AND2X2_148
AND2X2_148 NAND3X1_730
NAND3X1_730 NOR2X1_407
NOR2X1_407 NAND2X1_388
NAND3X1_731 NAND3X1_735
NAND3X1_732 NAND3X1_735
NAND3X1_733 AND2X2_149
NAND3X1_734 AND2X2_149
AND2X2_149 NAND3X1_735
NAND3X1_735 NOR2X1_408
NAND3X1_736 AND2X2_150
NAND3X1_737 AND2X2_150
AND2X2_150 NAND3X1_740
NAND3X1_738 NAND3X1_740
NAND3X1_739 NAND3X1_740
NAND3X1_740 NOR2X1_408
NOR2X1_408 NAND2X1_388
NAND2X1_388 NOR2X1_42 AND2X2_21
NAND3X1_741 NAND3X1_745
NAND3X1_742 NAND3X1_745
NAND3X1_743 AND2X2_151
NAND3X1_744 AND2X2_151
AND2X2_151 NAND3X1_745
NAND3X1_745 NOR2X1_409
NAND3X1_746 AND2X2_152
NAND3X1_747 AND2X2_152
AND2X2_152 NAND3X1_750
NAND3X1_748 NAND3X1_750
NAND3X1_749 NAND3X1_750
NAND3X1_750 NOR2X1_409
NOR2X1_409 NAND2X1_389
NAND3X1_751 NAND3X1_755
NAND3X1_752 NAND3X1_755
NAND3X1_753 AND2X2_153
NAND3X1_754 AND2X2_153
AND2X2_153 NAND3X1_755
NAND3X1_755 NOR2X1_410
NAND3X1_756 AND2X2_154
NAND3X1_757 AND2X2_154
AND2X2_154 NAND3X1_760
NAND3X1_758 NAND3X1_760
NAND3X1_759 NAND3X1_760
NAND3X1_760 NOR2X1_410
NOR2X1_410 NAND2X1_389
NAND2X1_389 NOR2X1_44 AND2X2_22
NAND3X1_761 NAND3X1_777
NAND2X1_390 OAI21X1_142
NAND3X1_762 OAI21X1_142
OAI21X1_142 NOR3X1_37
NAND3X1_763 NAND3X1_766
NAND3X1_764 NAND3X1_766
NAND3X1_765 NAND3X1_766
NAND3X1_766 NOR3X1_37
NAND3X1_767 NAND2X1_391
NAND3X1_768 NAND2X1_391
NAND2X1_391 NOR3X1_37
NOR3X1_37 NAND3X1_777
NAND3X1_769 AND2X2_155
NAND3X1_770 AND2X2_155
AND2X2_155 NAND2X1_392
NAND3X1_771 AND2X2_156
NAND3X1_772 AND2X2_156
AND2X2_156 NAND2X1_392
NAND2X1_392 NOR2X1_411
NAND3X1_773 AND2X2_157
NAND3X1_774 AND2X2_157
AND2X2_157 NAND2X1_393
NAND3X1_775 AND2X2_158
NAND3X1_776 AND2X2_158
AND2X2_158 NAND2X1_393
NAND2X1_393 NOR2X1_411
NOR2X1_411 NAND3X1_777
NAND3X1_777 NOR2X1_46 AND2X2_23
NAND3X1_778 NAND2X1_394
NAND3X1_779 NAND2X1_394
NAND2X1_394 NOR3X1_38
NAND3X1_780 NAND2X1_395
NAND3X1_781 NAND2X1_395
NAND2X1_395 NOR3X1_38
NAND3X1_782 NAND2X1_396
NAND3X1_783 NAND2X1_396
NAND2X1_396 NOR3X1_38
NOR3X1_38 NAND3X1_796
NAND3X1_784 NAND3X1_787
NAND3X1_785 NAND3X1_787
NAND3X1_786 NAND3X1_787
NAND3X1_787 INVX1_241
INVX1_241 NAND3X1_796
NAND3X1_788 NAND3X1_791
NAND3X1_789 NAND3X1_791
NAND3X1_790 NAND3X1_791
NAND3X1_791 NOR3X1_39
NAND3X1_792 NAND2X1_397
NAND3X1_793 NAND2X1_397
NAND2X1_397 NOR3X1_39
NAND3X1_794 NAND2X1_398
NAND3X1_795 NAND2X1_398
NAND2X1_398 NOR3X1_39
NOR3X1_39 NAND3X1_796
NAND3X1_796 NOR2X1_48 AND2X2_24
NAND3X1_797 NAND2X1_399
NAND3X1_798 NAND2X1_399
NAND2X1_399 NOR2X1_412
NAND2X1_400 OAI21X1_143
NAND3X1_799 OAI21X1_143
OAI21X1_143 NOR2X1_412
NOR2X1_412 NAND3X1_811
NAND3X1_800 OAI21X1_144
NAND2X1_401 OAI21X1_144
OAI21X1_144 NOR2X1_413
NAND3X1_801 NAND2X1_402
NAND3X1_802 NAND2X1_402
NAND2X1_402 NOR2X1_413
NOR2X1_413 NAND3X1_811
NAND3X1_803 AND2X2_159
NAND3X1_804 AND2X2_159
AND2X2_159 NAND2X1_403
NAND3X1_805 AND2X2_160
NAND3X1_806 AND2X2_160
AND2X2_160 NAND2X1_403
NAND2X1_403 NOR2X1_414
NAND3X1_807 AND2X2_161
NAND3X1_808 AND2X2_161
AND2X2_161 NAND2X1_404
NAND3X1_809 AND2X2_162
NAND3X1_810 AND2X2_162
AND2X2_162 NAND2X1_404
NAND2X1_404 NOR2X1_414
NOR2X1_414 NAND3X1_811
NAND3X1_811 NOR2X1_50 AND2X2_25
NAND3X1_812 NAND3X1_816
NAND3X1_813 NAND3X1_816
NAND3X1_814 AND2X2_163
NAND3X1_815 AND2X2_163
AND2X2_163 NAND3X1_816
NAND3X1_816 NOR2X1_415
NAND3X1_817 NAND3X1_821
NAND3X1_818 NAND3X1_821
NAND3X1_819 AND2X2_164
NAND3X1_820 AND2X2_164
AND2X2_164 NAND3X1_821
NAND3X1_821 NOR2X1_415
NOR2X1_415 NAND2X1_405
NAND3X1_822 AND2X2_165
NAND3X1_823 AND2X2_165
AND2X2_165 NAND3X1_826
NAND3X1_824 NAND3X1_826
NAND3X1_825 NAND3X1_826
NAND3X1_826 NOR2X1_416
NAND3X1_827 NAND3X1_831
NAND3X1_828 NAND3X1_831
NAND3X1_829 AND2X2_166
NAND3X1_830 AND2X2_166
AND2X2_166 NAND3X1_831
NAND3X1_831 NOR2X1_416
NOR2X1_416 NAND2X1_405
NAND2X1_405 NOR2X1_52 AND2X2_26
AOI22X1_186 NAND3X1_833 NAND3X1_846
NAND3X1_832 NAND3X1_833 NAND3X1_846
NAND3X1_833 NAND3X1_836 NAND3X1_911 NAND3X1_1050 NAND3X1_1067 NAND3X1_1083 NAND3X1_1107 NAND3X1_1128 NAND3X1_1140 NAND3X1_1150 NAND3X1_1172 NAND3X1_1199 NAND3X1_1216 NAND3X1_1230 NAND3X1_1338 NAND3X1_1364
AOI22X1_187 NAND3X1_835 NAND3X1_845
NAND3X1_834 NAND3X1_835 NAND3X1_845
NAND3X1_835 NAND3X1_836 NAND3X1_926 NAND3X1_953 NAND3X1_1010 NAND3X1_1062 NAND3X1_1077 NAND3X1_1119 NAND3X1_1181 NAND3X1_1204 NAND3X1_1227 NAND3X1_1240 NAND3X1_1312 NAND3X1_1334 NAND3X1_1353
NAND3X1_836 AND2X2_167
AOI22X1_188 NAND3X1_838 NAND3X1_843
NAND3X1_837 NAND3X1_838 NAND3X1_843
NAND3X1_838 NAND3X1_841 NAND3X1_917 NAND3X1_972 NAND3X1_1047 NAND3X1_1082 NAND3X1_1092 NAND3X1_1129 NAND3X1_1132 NAND3X1_1158 NAND3X1_1186 NAND3X1_1200 NAND3X1_1217 NAND3X1_1244 NAND3X1_1353 NAND3X1_1381
AOI22X1_189 NAND3X1_840 NAND3X1_842
NAND3X1_839 NAND3X1_840 NAND3X1_842
NAND3X1_840 NAND3X1_841 NAND3X1_927 NAND3X1_945 NAND3X1_996 NAND3X1_1063 NAND3X1_1078 NAND3X1_1123 NAND3X1_1216 NAND3X1_1229 NAND3X1_1282 NAND3X1_1316 NAND3X1_1339 NAND3X1_1354
NAND3X1_841 AND2X2_167
AND2X2_167 NAND3X1_848
NAND3X1_842 NAND3X1_844 NAND3X1_913 NAND3X1_947 NAND3X1_995 NAND3X1_1069 NAND3X1_1090 NAND3X1_1124 NAND3X1_1215 NAND3X1_1232 NAND3X1_1271 NAND3X1_1324 NAND3X1_1337 NAND3X1_1351
NAND3X1_843 NAND3X1_844 NAND3X1_919 NAND3X1_971 NAND3X1_1037 NAND3X1_1080 NAND3X1_1093 NAND3X1_1121 NAND3X1_1147 NAND3X1_1165 NAND3X1_1180 NAND3X1_1206 NAND3X1_1214 NAND3X1_1245 NAND3X1_1352 NAND3X1_1377
NAND3X1_844 NAND3X1_848
NAND3X1_845 NAND3X1_847 NAND3X1_914 NAND3X1_957 NAND3X1_1009 NAND3X1_1070 NAND3X1_1079 NAND3X1_1116 NAND3X1_1182 NAND3X1_1191 NAND3X1_1219 NAND3X1_1246 NAND3X1_1313 NAND3X1_1336 NAND3X1_1352
NAND3X1_846 NAND3X1_847 NAND3X1_907 NAND3X1_1041 NAND3X1_1068 NAND3X1_1085 NAND3X1_1103 NAND3X1_1122 NAND3X1_1135 NAND3X1_1151 NAND3X1_1169 NAND3X1_1207 NAND3X1_1215 NAND3X1_1231 NAND3X1_1342 NAND3X1_1356
NAND3X1_847 NAND3X1_848
NAND3X1_848 NOR2X1_417
AOI22X1_190 NAND3X1_850 NAND3X1_863
NAND3X1_849 NAND3X1_850 NAND3X1_863
NAND3X1_850 NAND3X1_853 NAND3X1_903 NAND3X1_931 NAND3X1_1001 NAND3X1_1062 NAND3X1_1088 NAND3X1_1211 NAND3X1_1235 NAND3X1_1260 NAND3X1_1269 NAND3X1_1317 NAND3X1_1339 NAND3X1_1348
AOI22X1_191 NAND3X1_852 NAND3X1_862
NAND3X1_851 NAND3X1_852 NAND3X1_862
NAND3X1_852 NAND3X1_853 NAND3X1_970 NAND3X1_1045 NAND3X1_1073 NAND3X1_1100 NAND3X1_1114 NAND3X1_1139 NAND3X1_1152 NAND3X1_1186 NAND3X1_1199 NAND3X1_1225 NAND3X1_1242 NAND3X1_1298 NAND3X1_1362 NAND3X1_1368
NAND3X1_853 AND2X2_168
AOI22X1_192 NAND3X1_855 NAND3X1_860
NAND3X1_854 NAND3X1_855 NAND3X1_860
NAND3X1_855 NAND3X1_858 NAND3X1_926 NAND3X1_937 NAND3X1_1002 NAND3X1_1063 NAND3X1_1072 NAND3X1_1127 NAND3X1_1202 NAND3X1_1212 NAND3X1_1239 NAND3X1_1279 NAND3X1_1306 NAND3X1_1329 NAND3X1_1362
AOI22X1_193 NAND3X1_857 NAND3X1_859
NAND3X1_856 NAND3X1_857 NAND3X1_859
NAND3X1_857 NAND3X1_858 NAND3X1_925 NAND3X1_986 NAND3X1_1049 NAND3X1_1065 NAND3X1_1087 NAND3X1_1094 NAND3X1_1128 NAND3X1_1141 NAND3X1_1155 NAND3X1_1187 NAND3X1_1200 NAND3X1_1211 NAND3X1_1234 NAND3X1_1349
NAND3X1_858 AND2X2_168
AND2X2_168 NAND3X1_865
NAND3X1_859 NAND3X1_861 NAND3X1_923 NAND3X1_973 NAND3X1_1048 NAND3X1_1064 NAND3X1_1075 NAND3X1_1095 NAND3X1_1122 NAND3X1_1133 NAND3X1_1156 NAND3X1_1179 NAND3X1_1206 NAND3X1_1210 NAND3X1_1237 NAND3X1_1346
NAND3X1_860 NAND3X1_861 NAND3X1_914 NAND3X1_939 NAND3X1_999 NAND3X1_1069 NAND3X1_1074 NAND3X1_1126 NAND3X1_1201 NAND3X1_1209 NAND3X1_1247 NAND3X1_1283 NAND3X1_1309 NAND3X1_1341 NAND3X1_1347
NAND3X1_861 NAND3X1_865
NAND3X1_862 NAND3X1_864 NAND3X1_969 NAND3X1_1034 NAND3X1_1089 NAND3X1_1106 NAND3X1_1111 NAND3X1_1145 NAND3X1_1159 NAND3X1_1180 NAND3X1_1207 NAND3X1_1224 NAND3X1_1241 NAND3X1_1302 NAND3X1_1347 NAND3X1_1369
NAND3X1_863 NAND3X1_864 NAND3X1_900 NAND3X1_955 NAND3X1_1000 NAND3X1_1070 NAND3X1_1084 NAND3X1_1210 NAND3X1_1236 NAND3X1_1264 NAND3X1_1268 NAND3X1_1323 NAND3X1_1337 NAND3X1_1361
NAND3X1_864 NAND3X1_865
NAND3X1_865 NOR2X1_417
NOR2X1_417 NAND2X1_406
AOI22X1_194 NAND3X1_867 NAND3X1_897
NAND3X1_866 NAND3X1_867 NAND3X1_897
NAND3X1_867 NAND3X1_870 NAND3X1_927 NAND3X1_1006 NAND3X1_1042 NAND3X1_1052 NAND3X1_1073 NAND3X1_1113 NAND3X1_1171 NAND3X1_1194 NAND3X1_1226 NAND3X1_1240 NAND3X1_1307 NAND3X1_1343 NAND3X1_1349
AOI22X1_195 NAND3X1_869 NAND3X1_896
NAND3X1_868 NAND3X1_869 NAND3X1_896
NAND3X1_869 NAND3X1_870 NAND3X1_902 NAND3X1_1035 NAND3X1_1057 NAND3X1_1083 NAND3X1_1129 NAND3X1_1137 NAND3X1_1153 NAND3X1_1176 NAND3X1_1189 NAND3X1_1212 NAND3X1_1235 NAND3X1_1319 NAND3X1_1344 NAND3X1_1363
NAND3X1_870 NAND3X1_884
AOI22X1_196 NAND3X1_872 NAND3X1_894
NAND3X1_871 NAND3X1_872 NAND3X1_894
NAND3X1_872 NAND3X1_875 NAND3X1_909 NAND3X1_1036 NAND3X1_1053 NAND3X1_1087 NAND3X1_1114 NAND3X1_1146 NAND3X1_1154 NAND3X1_1185 NAND3X1_1195 NAND3X1_1227 NAND3X1_1229 NAND3X1_1321 NAND3X1_1328 NAND3X1_1363
AOI22X1_197 NAND3X1_874 NAND3X1_893
NAND3X1_873 NAND3X1_874 NAND3X1_893
NAND3X1_874 NAND3X1_875 NAND3X1_903 NAND3X1_1038 NAND3X1_1058 NAND3X1_1082 NAND3X1_1118 NAND3X1_1142 NAND3X1_1177 NAND3X1_1190 NAND3X1_1226 NAND3X1_1239 NAND3X1_1311 NAND3X1_1333 NAND3X1_1364
NAND3X1_875 NAND3X1_884
AOI22X1_198 NAND3X1_877 NAND3X1_882
NAND3X1_876 NAND3X1_877 NAND3X1_882
